web-scraper-order,web-scraper-start-url,titre_annonce,prix,commune,date,code_postal,surface_all,nb_pièces,détail,prix_m2
1613500860-55236,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=10,Appartement 2 pièces 33 m²,720,Lille ,"16 fév, 11:08",59000,33,2,Appartement,21.818181818181817
1613500616-52887,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=79,Studio 1 pièce 20 m²,450,Lille ,"09 fév, 10:36",59000,20,1,Appartement,22.5
1613500683-53819,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Appartement 2 pièces 33 m²,560,Ronchin ,"12 fév, 11:50",59790,33,2,Appartement,16.96969696969697
1613500705-54138,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=43,Appartement 2 pièces 25 m²,614,Lille ,"13 fév, 09:58",59800,25,2,Appartement,24.56
1613500661-53523,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Appartement 2 pièces 27 m²,510,Lille ,"11 fév, 11:11",59000,27,2,Appartement,18.88888888888889
1613500825-54744,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Appartement 2 pièces 47 m²,395,Cambrai ,"15 fév, 11:04",59400,47,2,Appartement,8.404255319148936
1613500643-53268,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=68,Appartement 2 pièces 38 m²,547,Capinghem ,"10 fév, 13:40",59160,38,2,Appartement,14.394736842105264
1613500646-53281,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=67,Maison 5 pièces 87 m²,600,La Gorgue ,"10 fév, 17:42",59253,87,5,Maison,6.896551724137931
1613500855-55144,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=12,Studio 1 pièce 18 m²,462,Lille ,"16 fév, 09:51",59800,18,1,Appartement,25.666666666666668
1613500661-53512,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Duplex 2 pièces 39 m²,750,Lille ,"11 fév, 11:31",59000,39,2,Appartement,19.23076923076923
1613500720-54351,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=37,Appart T1 28m² rez de chaussee,560,Villeneuve-d'Ascq ,"13 fév, 21:03",59650,28,1,Appartement,20
1613500648-53332,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=66,Appartement 1 pièce 21 m²,360,Cysoing ,"10 fév, 19:05",59830,21,,Appartement,17.142857142857142
1613500557-52165,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=99,Appartement 3 pièces 73 m²,900,Valenciennes ,"05 fév, 17:41",59300,73,3,Appartement,12.32876712328767
1613500725-54425,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=35,Studio meublé de 25m² au rez de chaussée proche centre SIN le Noble,400,Sin-le-Noble ,"14 fév, 10:38",59450,25,1,Appartement,16
1613500863-55247,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=9,Appartement 3 pièces 67 m²,745,Haubourdin ,"16 fév, 12:14",59320,67,3,Appartement,11.119402985074627
1613500848-55045,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=15,T2 40 m2 Barbieu Parking,500,Croix ,"15 fév, 22:36",59170,40,2,Appartement,12.5
1613500631-53099,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=73,Appartement 2 pièces 40 m²,480,Saint-Saulve ,"10 fév, 06:04",59880,40,2,Appartement,12
1613500634-53129,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=72,Appartement 2 pièces 41 m²,715,Lille ,"10 fév, 09:12",59800,41,2,Appartement,17.4390243902439
1613500681-53784,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=53,Appartement 2 pièces 34 m²,590,Lille ,"12 fév, 10:56",59000,34,2,Appartement,17.352941176470587
1613500678-53758,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=54,Appartement 2 pièces 46 m²,391,Landrecies ,"12 fév, 09:03",59550,46,2,Appartement,8.5
1613500668-53614,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 1 pièce 18 m²,550,Lille ,"11 fév, 17:12",59000,18,,Appartement,30.555555555555557
1613500737-54586,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=30,"F1,23m2, près Parc Jean-Baptiste Lebas",420,Lille  Centre,"14 fév, 23:49",59000,23,,,18.26086956521739
1613500863-55270,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=9,Appartement 3 pièces 66 m²,690,Tourcoing ,"16 fév, 11:44",59200,66,3,Appartement,10.454545454545455
1613500656-53425,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Appartement 1 pièce 29 m²,577,Lille ,"11 fév, 09:28",59000,29,,Appartement,19.896551724137932
1613500638-53176,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=70,Appartement 2 pièces 30 m²,490,Lille ,"10 fév, 11:45",59000,30,2,Appartement,16.333333333333332
1613500705-54134,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=43,Appartement 3 pièces 53 m²,455,Merville ,"13 fév, 10:00",59660,53,3,Appartement,8.584905660377359
1613500656-53423,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=63,Studio-25m2-valenciennes centre,420,Valenciennes ,"11 fév, 09:29",59300,-25,1,Appartement,-16.8
1613500850-55072,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=14,Appartement 1 pièce 41 m²,695,Villeneuve-d'Ascq ,"16 fév, 07:55",59650,41,,Appartement,16.951219512195124
1613500582-52540,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=89,Location studio 30m² meublé Gambetta,575,Lille  Wazemmes,"07 fév, 21:32",59000,30,1,Appartement,19.166666666666668
1613500621-52965,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=77,Maison 6 pièces 90 m²,950,,"09 fév, 13:15",59240,90,6,Maison,10.555555555555555
1613500715-54292,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Meublé 14 pièces 20 m²,490,Wasquehal ,"13 fév, 15:22",59290,20,4,,24.5
1613500614-52837,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Appartement T2 de 37m2 avec terrasse,570,Ronchin ,"09 fév, 09:52",59790,37,2,Appartement,15.405405405405405
1613500670-53652,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=57,Appartement 1 pièce 24 m²,620,Lambersart ,"11 fév, 17:52",59130,24,,Appartement,25.833333333333332
1613500683-53811,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Appartement 3 pièces 62 m²,707,Loos ,"12 fév, 12:14",59120,62,3,Appartement,11.403225806451612
1613500557-52167,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=99,Appartement 3 pièces 70 m²,1003,Lille ,"05 fév, 17:34",59000,70,3,Appartement,14.32857142857143
1613500713-54255,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 1 pièce 12 m²,430,Lille ,"13 fév, 14:25",59000,12,,Appartement,35.833333333333336
1613500825-54727,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Appartement 2 pièces 39 m²,620,Lambersart ,"15 fév, 11:30",59130,39,2,Appartement,15.897435897435898
1613500821-54688,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=25,Appartement 2 pièces 66 m²,470,Cambrai ,"15 fév, 11:02",59400,66,2,Appartement,7.121212121212121
1613500853-55104,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=13,Appartement 1 pièce 18 m²,660,Lille ,"16 fév, 09:10",59000,18,,Appartement,36.666666666666664
1613500688-53902,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Joli T2 lumineux de 37 m²,550,Haubourdin ,"12 fév, 15:06",59320,37,2,Appartement,14.864864864864865
1613500845-55008,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=16,Appartement 1 pièce 19 m²,560,Lille ,"15 fév, 21:04",59000,19,,Appartement,29.473684210526315
1613500562-52243,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=97,Maison de village 5 pièces 122 m²,638,Rumilly-en-Cambrésis ,"06 fév, 06:02",59281,122,5,Maison,5.229508196721311
1613500582-52526,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=89,Appartement 3 pièces 70 m²,1002,Lille ,"07 fév, 23:46",59000,70,3,Appartement,14.314285714285715
1613500700-54084,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Studio 1 pièce 23 m²,545,Lille ,"12 fév, 20:52",59000,23,1,Appartement,23.695652173913043
1613500843-54982,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=17,Duplex 2 pièces 35 m²,520,Templeuve ,"15 fév, 19:18",59242,35,2,Appartement,14.857142857142858
1613500670-53653,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=57,Appartement 2 pièces 24 m²,580,Lille ,"11 fév, 17:52",59000,24,2,Appartement,24.166666666666668
1613500703-54113,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=44,Maison 4 pièces 75 m²,525,Etroeungt ,"13 fév, 03:16",59219,75,4,Maison,7
1613500855-55137,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=12,Maison 2 pièces 37 m²,524,Pérenchies ,"16 fév, 09:57",59840,37,2,Maison,14.162162162162161
1613500586-52599,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=87,Studio 1 pièce 12 m²,332,Hellemmes-Lille ,"08 fév, 11:40",59260,12,1,Appartement,27.666666666666668
1613500730-54478,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=33,Maison 50m2,550,Louvroil ,"14 fév, 16:51",59720,50,,Maison,11
1613500825-54718,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Studio 1 pièce 23 m²,485,Lille ,"15 fév, 11:41",59000,23,1,Appartement,21.08695652173913
1613500661-53493,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=61,Appartement 2 pièces 54 m²,650,Lille ,"11 fév, 12:35",59800,54,2,Appartement,12.037037037037036
1613500725-54423,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=35,Appartement 3 pièces 54 m²,480,Cambrai ,"14 fév, 10:51",59400,54,3,Appartement,8.88888888888889
1613500611-52820,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Maison 3 pièces 77 m²,456,Bertry ,"09 fév, 07:39",59980,77,3,Maison,5.922077922077922
1613500582-52515,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=89,Studio 1 pièce 12 m²,418,Lille ,"08 fév, 07:38",59000,12,1,Appartement,34.833333333333336
1613500855-55155,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=12,Appartement 2 pièces 41 m²,800,Lille ,"16 fév, 09:39",59000,41,2,Appartement,19.51219512195122
1613500825-54747,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Maison de ville 3 pièces 65 m²,670,Anzin ,"15 fév, 11:02",59410,65,3,Maison,10.307692307692308
1613500582-52523,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=89,Chambre 4 pièces 22 m²,376,Lille ,"08 fév, 01:28",59000,22,4,,17.09090909090909
1613500707-54184,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=42,Loue maison refaite à neuf en 2012 - 115m² - Isolation TOP,700,Berlaimont ,"13 fév, 11:09",59145,115,,Maison,6.086956521739131
1613500668-53623,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 1 pièce 30 m²,467,Lille ,"11 fév, 16:40",59000,30,,Appartement,15.566666666666666
1613500676-53712,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=55,Appartement 2 pièces 32 m²,408,Valenciennes ,"12 fév, 07:47",59300,32,2,Appartement,12.75
1613500665-53587,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=59,Appartement 3 pièces 90 m²,1154,Lille ,"11 fév, 15:22",59000,90,3,Appartement,12.822222222222223
1613500663-53549,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=60,Studio 1 pièce 23 m²,464,Lille ,"11 fév, 13:34",59000,23,1,Appartement,20.17391304347826
1613500735-54548,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=31,T2 43m2 Lille,680,Lille ,"14 fév, 20:41",59000,43,2,Appartement,15.813953488372093
1613500845-55016,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=16,Vieux Lille - Appt 3 pièces + garage - 69 m2,1045,Lille  Vieux-Lille,"15 fév, 20:53",59800,69,3,,15.144927536231885
1613500579-52479,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=90,Appartement MEUBLE T2 24m2 Lille Centre - COUR CALME,605,Lille  Moulins,"07 fév, 20:42",59000,24,2,Appartement,25.208333333333332
1613500848-55052,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=15,Stuio mezzanine 35 m2 Barbieu,370,Croix ,"15 fév, 22:18",59170,35,,,10.571428571428571
1613500688-53890,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Appartement 2 pièces 48 m²,506,Valenciennes ,"12 fév, 15:17",59300,48,2,Appartement,10.541666666666666
1613500693-53957,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Appartement 3 pièces 47 m²,750,La Madeleine ,"12 fév, 17:20",59110,47,3,Appartement,15.957446808510639
1613500876-55443,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Appartement 4 pièces 85 m²,1237,Lille ,"16 fév, 16:40",59000,85,4,Appartement,14.552941176470588
1613500577-52442,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=91,F2 de 50 m2 Tourcoing Colbert,672,Tourcoing ,"07 fév, 17:31",59200,50,,,13.44
1613500681-53776,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=53,Studio 1 pièce 28 m²,480,Lambersart ,"12 fév, 11:01",59130,28,1,Appartement,17.142857142857142
1613500668-53609,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=58,Appartement 90 m2 à louer,750,Douai ,"11 fév, 17:20",59500,90,,Appartement,8.333333333333334
1613500713-54256,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 1 pièce 17 m²,460,Lille ,"13 fév, 14:25",59800,17,,Appartement,27.058823529411764
1613500855-55163,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=12,Chambre 8 pièces 97 m²,559,Lille ,"16 fév, 09:21",59000,97,8,,5.762886597938144
1613500715-54266,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=39,Studio 1 pièce 26 m²,447,Saint-André-lez-Lille ,"13 fév, 16:27",59350,26,1,Appartement,17.192307692307693
1613500821-54692,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=25,Appartement 2 pièces 57 m²,460,Cambrai ,"15 fév, 11:02",59400,57,2,Appartement,8.070175438596491
1613500878-55465,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=3,Studio 1 pièce 15 m²,400,Lille ,"16 fév, 17:29",59000,15,1,Appartement,26.666666666666668
1613500638-53202,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=70,Appartement 1 pièce 18 m²,445,Lille ,"10 fév, 10:50",59000,18,,Appartement,24.72222222222222
1613500638-53201,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=70,Appartement 1 pièce 28 m²,655,Lille ,"10 fév, 10:50",59000,28,,Appartement,23.392857142857142
1613500710-54224,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=41,Appartement 2 pièces 41 m²,567,Seclin ,"13 fév, 12:42",59113,41,2,Appartement,13.829268292682928
1613500624-52992,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=76,Maison 4 pièces 68 m²,645,Houplines ,"09 fév, 16:05",59116,68,4,Maison,9.485294117647058
1613500700-54085,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Appartement 2 pièces 52 m²,580,Ronchin ,"12 fév, 20:50",59790,52,2,Appartement,11.153846153846153
1613500678-53759,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=54,Appartement 3 pièces 67 m²,823,Lille ,"12 fév, 08:58",59000,67,3,Appartement,12.283582089552239
1613500700-54056,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,Duplex 3 pièces 79 m²,567,Sin-le-Noble ,"12 fév, 22:46",59450,79,3,,7.177215189873418
1613500555-52139,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=100,Studio 1 pièce 30 m²,690,Lille ,"05 fév, 16:05",59000,30,1,Appartement,23
1613500866-55284,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=8,Appartement 4 pièces 84 m²,984,Marcq-en-Baroeul ,"16 fév, 13:15",59700,84,4,Appartement,11.714285714285714
1613500737-54576,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=30,Studio F1 VAUBAN 28m2,525,Lille  Vauban-Esquermes,"15 fév, 01:30",59800,28,1,Appartement,18.75
1613500604-52710,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=84,Studio 32m² LOOS,450,Loos ,"08 fév, 17:00",59120,32,1,Appartement,14.0625
1613500838-54915,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=19,Appartement 3 pièces 68 m²,799,Pont-à-Marcq ,"15 fév, 16:28",59710,68,3,Appartement,11.75
1613500700-54059,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=45,STUDIO MEUBLÉ 28m2,440,Douai ,"12 fév, 22:27",59500,28,1,Appartement,15.714285714285714
1613500611-52811,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 3 pièces 75 m²,550,Denain ,"09 fév, 08:11",59220,75,3,Appartement,7.333333333333333
1613500688-53904,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Studio 1 pièce 30 m²,524,Lille ,"12 fév, 15:04",59000,30,1,Appartement,17.466666666666665
1613500693-53949,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=48,Chambre 1 pièce 15 m²,480,Loos ,"12 fév, 17:23",59120,15,,,32
1613500648-53327,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=66,Appartement F3 duplex 44m²,377,Avesnelles ,"10 fév, 19:23",59440,44,3,Appartement,8.568181818181818
1613500611-52795,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 1 pièce 12 m²,400,Lille ,"09 fév, 08:50",59000,12,,Appartement,33.333333333333336
1613500683-53806,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=52,Appartement 3 pièces 63 m²,580,Landas ,"12 fév, 12:30",59310,63,3,Appartement,9.206349206349206
1613500564-52298,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=96,Appartement 3 pièces 62 m²,610,Denain ,"06 fév, 07:56",59220,62,3,Appartement,9.838709677419354
1613500653-53410,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=64,Appartement 3 pièces 68 m²,890,Lille ,"11 fév, 04:06",59000,68,3,Appartement,13.088235294117647
1613500690-53913,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=49,Studio 1 pièce 32 m²,410,Armentières ,"12 fév, 16:30",59280,32,1,Appartement,12.8125
1613500636-53158,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=71,Appartement 3 pièces 47 m²,860,Lille ,"10 fév, 10:10",59000,47,3,Appartement,18.29787234042553
1613500825-54733,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=24,Appartement 2 pièces 38 m²,650,Croix ,"15 fév, 11:16",59170,38,2,Appartement,17.105263157894736
1613500606-52740,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=83,Appartement 4 pièces 104 m²,700,Saint-Pol-sur-Mer ,"08 fév, 20:13",59430,104,4,Appartement,6.730769230769231
1613500713-54260,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=40,Appartement 1 pièce 24 m²,620,Lambersart ,"13 fév, 14:17",59130,24,,Appartement,25.833333333333332
1613500611-52816,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 2 pièces 60 m²,690,Lille ,"09 fév, 07:58",59000,60,2,Appartement,11.5
1613500611-52805,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=81,Appartement 2 pièces 45 m²,674,Wasquehal ,"09 fév, 08:34",59290,45,2,Appartement,14.977777777777778
1613500681-53780,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=53,Studio meublé de 32m2 en rez-de-jardin avec terrasse,530,Marcq-en-Baroeul  Saint-Maurice-Pellevoisin,"12 fév, 10:59",59700,32,1,Appartement,16.5625
1613500569-52369,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=94,Appartement 2 pièces 42 m²,740,Lambersart ,"06 fév, 14:11",59130,42,2,Appartement,17.61904761904762
1613500884-55545,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=1,Studio 1 pièce 17 m²,425,Roubaix ,"16 fév, 18:22",59100,17,1,Appartement,25
1613500819-54647,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=26,Grand appartement onnaing 80m2 proche centre et toyota,580,Onnaing ,"15 fév, 10:34",59264,80,,Appartement,7.25
1613500676-53709,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=55,Appartement 137 m² Lille,2205,Lille ,"12 fév, 08:14",59000,137,,Appartement,16.094890510948904
1613500577-52455,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=91,Appartement Euralille 71m2,860,Lille ,"07 fév, 15:42",59000,71,,Appartement,12.112676056338028
1613500833-54824,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=21,Studio 1 pièce 29 m²,420,Valenciennes ,"15 fév, 15:03",59300,29,1,Appartement,14.482758620689655
1613500830-54818,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=22,Appartement 2 pièces 49 m²,610,Lille ,"15 fév, 12:57",59000,49,2,Appartement,12.448979591836734
1613500663-53539,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=60,Apartement cœur de ville type 3 rdc entierement renove 66m2,757,Valenciennes ,"11 fév, 14:21",59300,66,,,11.469696969696969
1613500710-54213,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=41,Chambre 4 pièces 10 m²,530,Lille ,"13 fév, 13:17",59800,10,4,,53
1613500876-55444,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=4,Appartement 1 pièce 18 m²,450,Lille ,"16 fév, 16:37",59000,18,,Appartement,25
1613500878-55466,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=3,Meublé 2 pièces 27 m²,700,Lille ,"16 fév, 17:29",59800,27,2,Appartement,25.925925925925927
1613500838-54908,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=19,Appartement 2 pièces 24 m²,450,Lille ,"15 fév, 16:36",59000,24,2,Appartement,18.75
1613500833-54827,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=21,Studio 1 pièce 41 m²,510,Tourcoing ,"15 fév, 14:55",59200,41,1,Appartement,12.439024390243903
1613500574-52411,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=92,Beau studio meublé 33 m² avec terrasse - Hypercentre,495,Valenciennes ,"07 fév, 12:55",59300,33,1,Appartement,15
1613500614-52828,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=80,Studio 1 pièce 24 m²,490,Lille ,"09 fév, 10:10",59000,24,1,Appartement,20.416666666666668
1613500819-54668,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=26,Maison 6 pièces 145 m²,450,Roubaix ,"15 fév, 10:01",59100,145,6,Maison,3.103448275862069
1613500609-52767,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=82,Appartement 3 pièces 80 m²,679,Wargnies-le-Grand ,"09 fév, 01:38",59144,80,3,Appartement,8.4875
1613500624-52978,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=76,Appartement 1 pièce 26 m²,511,Lille ,"09 fév, 16:44",59000,26,,Appartement,19.653846153846153
1613500740-54621,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=29,Studio 1 pièce 20 m²,537,Lille ,"15 fév, 07:42",59000,20,1,Appartement,26.85
1613500871-55347,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=6,Appart T3 1er étage 83m2 Estaires 595,595,Estaires ,"16 fév, 15:26",59940,83,3,,7.168674698795181
1613500688-53881,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=50,Appartement 2 pièces 42 m²,574,Roncq ,"12 fév, 15:29",59223,42,2,Appartement,13.666666666666666
1613500863-55244,https://www.leboncoin.fr/recherche?category=10&locations=d_59&real_estate_type=1%2C2&page=9,Studio 1 pièce 15 m²,375,Lille ,"16 fév, 12:16",59000,15,1,Appartement,25
