web-scraper-order,web-scraper-start-url,titre_annonce,prix,nom-commune,code_postal,date_publication,Type,surface_all,nb_pièces,détail,Jardin,état,garage,cave_sous_sol,prix_m2
1613468478-48327,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=8,Maison 5 pièces 150 m²,218000,Mons-en-Pévèle ,59246,"15 fév, 13:56",Maison,150,5,,,,,,1453.3333333333333
1613468474-48257,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 5 pièces 172 m²,250000,Tourcoing ,59200,"15 fév, 12:08",Maison,172,5,,,,,,1453.4883720930231
1613469012-49049,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 5 pièces 172 m²,250000,Tourcoing ,59200,"05 fév, 13:10",Maison,172,5,,,,,,1453.4883720930231
1613468998-48890,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison 5 pièces 110 m²,160000,Waziers ,59119,"04 fév, 09:16",Maison,110,5,,,,,,1454.5454545454545
1613468434-47639,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 7 pièces 112 m²,163000,Roost-Warendin ,59286,"13 fév, 17:12",Maison,112,7,,,,,,1455.357142857143
1613468474-48259,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 6 pièces 122 m²,177800,La Bassée ,59480,"15 fév, 12:07",Maison,122,6,,,,,,1457.377049180328
1613469106-50235,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=54,Maison 6 pièces 122 m²,177800,La Bassée ,59480,"11 fév, 10:38",Maison,122,6,,,,,,1457.377049180328
1613468480-48362,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 205 m² Tourcoing,299000,Tourcoing ,59200,"15 fév, 14:47",Maison,205,,,,,,,1458.5365853658536
1613468452-47891,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 6 pièces 170 m²,248000,Bailleul ,59270,"14 fév, 15:07",Maison,170,6,,,,,,1458.8235294117646
1613469040-49422,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=77,Maison de ville 7 pièces 136 m²,198500,Courcelles-lès-Lens ,62970,"08 fév, 07:46",Maison,136,7,Maison de ville,,,,,1459.5588235294117
1613469106-50222,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=54,Maison 5 pièces 122 m²,178100,Estaires ,59940,"11 fév, 11:09",Maison,122,5,,,,,,1459.8360655737704
1613468474-48272,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 5 pièces 122 m²,178100,Estaires ,59940,"15 fév, 11:52",Maison,122,5,,,,,,1459.8360655737704
1613468450-47861,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=21,Maison 5 pièces 130 m²,189800,La Chapelle-d'Armentières ,59930,"14 fév, 14:12",Maison,130,5,,,,,,1460
1613469012-49076,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 5 pièces 130 m²,189900,La Gorgue ,59253,"05 fév, 11:01",Maison,130,5,,,,,,1460.7692307692307
1613468998-48873,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison de village 5 pièces 107 m²,156500,Billy-Berclau ,62138,"04 fév, 11:05",Maison,107,5,Villa,,,,,1462.6168224299065
1613469022-49205,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=83,Maison 6 pièces 160 m²,234150,Hénin-Beaumont ,62110,"06 fév, 09:45",Maison,160,6,,,,,,1463.4375
1613469025-49253,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=82,Maison 5 pièces 107 m²,157000,Râches ,59194,"06 fév, 11:53",Maison,107,5,,,,,,1467.2897196261683
1613469069-49695,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=69,Maison 6 pièces 115 m²,168900,Pont-à-Vendin ,62880,"09 fév, 11:06",Maison,115,6,,,,,,1468.695652173913
1613469025-49230,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=82,Maison 6 pièces 100 m²,146900,Sallaumines ,62430,"06 fév, 13:18",Maison,100,6,,,,,,1469
1613468392-47001,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=46,Maison 5 pièces 100 m²,147000,Wattrelos ,59150,"12 fév, 09:31",Maison,100,5,,,,,,1470
1613469091-49992,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Maison 4 pièces 100 m²,147000,Montigny-en-Gohelle ,62640,"10 fév, 14:20",Maison,100,4,,,,,,1470
1613468490-48489,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=3,Maison 7 pièces 100 m²,147000,Roubaix ,59100,"15 fév, 21:20",Maison,100,7,,,,,,1470
1613469015-49103,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=86,Maison 8 pièces 170 m²,250000,Lens ,62300,"05 fév, 15:15",Maison,170,8,,,,,,1470.5882352941176
1613469002-48959,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=90,Maison de ville 4 pièces 108 m²,159000,Lens ,62300,"04 fév, 15:17",Maison,108,4,Maison de ville,,,,,1472.2222222222222
1613469048-49436,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=76,Maison de village 7 pièces 120 m²,177160,Seclin ,59113,"08 fév, 11:10",Maison,120,7,Villa,,,,,1476.3333333333333
1613469006-48988,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=89,Maison 7 pièces 279 m²,412000,Annoeullin ,59112,"04 fév, 23:02",Maison,279,7,,,,,,1476.7025089605734
1613468392-46996,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=46,Maison 6 pièces 130 m²,192000,Lys-lez-Lannoy ,59390,"12 fév, 09:42",Maison,130,6,,,,,,1476.923076923077
1613468425-47474,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=32,Maison de ville 6 pièces 124 m²,183500,Roubaix ,59100,"13 fév, 12:56",Maison,124,6,Maison de ville,,,,,1479.8387096774193
1613468998-48902,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison 4 pièces 100 m²,148000,Halluin ,59250,"04 fév, 08:23",Maison,100,4,,,,,,1480
1613469002-48963,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=90,Maison 5 pièces 100 m²,148000,Harnes ,62440,"04 fév, 15:17",Maison,100,5,,,,,,1480
1613468443-47762,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=24,Maison 7 pièces 125 m²,185000,Roubaix ,59100,"14 fév, 12:02",Maison,125,7,,,,,,1480
1613469071-49735,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 10 pièces 260 m²,385000,Haubourdin ,59320,"09 fév, 12:14",Maison,260,10,,,,,,1480.7692307692307
1613469104-50178,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=55,Maison 6 pièces 118 m²,174800,Ostricourt ,59162,"11 fév, 09:53",Maison,118,6,,,,,,1481.3559322033898
1613468458-48011,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=17,Maison 6 pièces 118 m²,174800,Ostricourt ,59162,"15 fév, 07:50",Maison,118,6,,,,,,1481.3559322033898
1613468483-48385,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 6 pièces 110 m²,163000,Leforest ,62790,"15 fév, 15:55",Maison,110,6,,,,,,1481.8181818181818
1613469074-49762,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=67,Maison 5 pièces 120 m²,178000,Faches-Thumesnil ,59155,"09 fév, 15:51",Maison,120,5,,,,,,1483.3333333333333
1613469025-49248,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=82,Maison 4 pièces 141 m²,210000,Lens ,62300,"06 fév, 12:24",Maison,141,4,,,,,,1489.3617021276596
1613469094-50027,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=59,Maison 7 pièces 100 m²,149000,Libercourt ,62820,"10 fév, 16:11",Maison,100,7,,,,,,1490
1613469027-49271,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=81,Maison 5 pièces 100 m²,149000,Tourcoing ,59200,"06 fév, 15:35",Maison,100,5,,,,,,1490
1613468458-47996,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=17,Maison 6 pièces 120 m²,179000,Roubaix ,59100,"15 fév, 08:15",Maison,120,6,,,,,,1491.6666666666667
1613469112-50298,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 4 pièces 120 m²,179000,Seclin ,59113,"11 fév, 13:17",Maison,120,4,,,,,,1491.6666666666667
1613468434-47616,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 5 pièces 120 m²,179000,Courrières ,62710,"13 fév, 18:42",Maison,120,5,,,,,,1491.6666666666667
1613468998-48900,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=92,Maison 5 pièces 130 m²,194000,Lys-lez-Lannoy ,59390,"04 fév, 08:39",Maison,130,5,,,,,,1492.3076923076924
1613469112-50285,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 9 pièces 288 m²,430000,Libercourt ,62820,"11 fév, 13:42",Maison,288,9,,,,,,1493.0555555555557
1613469101-50144,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison 6 pièces 122 m²,182300,Ostricourt ,59162,"11 fév, 08:36",Maison,122,6,,,,,,1494.2622950819673
1613468469-48181,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=12,Maison 6 pièces 122 m²,182300,Ostricourt ,59162,"15 fév, 10:52",Maison,122,6,,,,,,1494.2622950819673
1613468480-48376,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison 5 pièces 156 m²,233180,Lestrem ,62136,"15 fév, 14:34",Maison,156,5,,,,,,1494.7435897435898
1613469084-49898,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=63,Maison 7 pièces 200 m²,299000,Pont-à-Vendin ,62880,"10 fév, 10:02",Maison,200,7,,,,,,1495
1613468452-47911,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 4 pièces 100 m²,149500,Halluin ,59250,"14 fév, 14:42",Maison,100,4,,,,,,1495
1613468434-47634,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 9 pièces 333 m²,498000,La Couture ,62136,"13 fév, 17:36",Maison,333,9,,,,,,1495.4954954954956
1613468452-47919,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=20,Maison 4 pièces 140 m²,209500,Haubourdin ,59320,"14 fév, 14:32",Maison,140,4,,,,,,1496.4285714285713
1613468382-46848,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 5 pièces 110 m²,165000,Roubaix ,59100,"11 fév, 16:04",Maison,110,5,,,,,,1500
1613469117-50351,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 5 pièces 110 m²,165000,Roubaix ,59100,"11 fév, 16:04",Maison,110,5,,,,,,1500
1613469096-50065,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=58,Maison 5 pièces 140 m²,210000,Roubaix ,59100,"10 fév, 17:50",Maison,140,5,,,,,,1500
1613468399-47112,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=43,Maison 10 pièces 190 m²,285000,Wattignies ,59139,"12 fév, 12:15",Maison,190,10,,,,,,1500
1613469010-49032,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=88,Maison de village 9 pièces 210 m²,315000,Attiches ,59551,"05 fév, 09:25",Maison,210,9,Villa,,,,,1500
1613468978-48625,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=100,Maison de ville 7 pièces 161 m²,242000,Tourcoing ,59200,"02 fév, 07:36",Maison,161,7,Maison de ville,,,,,1503.1055900621118
1613468983-48673,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=98,Maison de 123 m² à Houplines,185000,Houplines ,59116,"02 fév, 16:30",Maison,123,,,,,,,1504.0650406504064
1613468430-47541,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=30,Maison 5 pièces 106 m²,159500,Lens ,62300,"13 fév, 16:17",Maison,106,5,,,,,,1504.7169811320755
1613468404-47187,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=41,Pavillon 7 pièces 250 m²,376500,Neuf-Berquin ,59940,"12 fév, 14:50",Maison,250,7,Maison individuelle,,,,,1506
1613468988-48744,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=96,Maison 6 pièces 110 m²,165750,Tourcoing ,59200,"03 fév, 10:03",Maison,110,6,,,,,,1506.8181818181818
1613468483-48401,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=6,Maison 5 pièces 110 m²,165850,La Gorgue ,59253,"15 fév, 15:34",Maison,110,5,,,,,,1507.7272727272727
1613468995-48861,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=93,Maison 120 m² Annay,181000,Annay ,62880,"03 fév, 18:44",Maison,120,,,,,,,1508.3333333333333
1613469020-49182,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=84,Maison 5 pièces 105 m²,158500,Tourcoing ,59200,"05 fév, 18:32",Maison,105,5,,,,,,1509.5238095238096
1613469074-49757,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=67,Maison 8 pièces 175 m²,264200,Loison-sous-Lens ,62218,"09 fév, 16:13",Maison,175,8,,,,,,1509.7142857142858
1613468458-48017,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=17,Maison 5 pièces 132 m²,199600,Thumeries ,59239,"15 fév, 07:41",Maison,132,5,,,,,,1512.121212121212
1613469115-50340,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=51,Maison 5 pièces 132 m²,199600,Thumeries ,59239,"11 fév, 14:03",Maison,132,5,,,,,,1512.121212121212
1613468416-47364,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=36,Maison 5 pièces 105 m²,159000,Courrières ,62710,"13 fév, 08:31",Maison,105,5,,,,,,1514.2857142857142
1613468404-47159,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=41,Maison 6 pièces 105 m²,159000,Armentières ,59280,"12 fév, 16:02",Maison,105,6,,,,,,1514.2857142857142
1613469022-49212,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=83,Maison de ville 6 pièces 105 m²,159000,Armentières ,59280,"06 fév, 08:44",Maison,105,6,Maison de ville,,,,,1514.2857142857142
1613468988-48752,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=96,Maison 6 pièces 120 m²,182000,Roubaix ,59100,"03 fév, 08:58",Maison,120,6,,,,,,1516.6666666666667
1613469104-50184,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=55,Maison 6 pièces 122 m²,185100,Thumeries ,59239,"11 fév, 09:43",Maison,122,6,,,,,,1517.2131147540983
1613468474-48243,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 6 pièces 122 m²,185100,Thumeries ,59239,"15 fév, 12:28",Maison,122,6,,,,,,1517.2131147540983
1613468461-48058,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=16,Maison 7 pièces 150 m²,228096,Evin-Malmaison ,62141,"15 fév, 08:27",Maison,150,7,,,,,,1520.64
1613469010-49028,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=88,Maison 8 pièces 240 m²,365000,Sailly-sur-la-Lys ,62840,"05 fév, 09:41",Maison,240,8,,,,,,1520.8333333333333
1613468443-47757,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=24,Maison 5 pièces 115 m²,175000,Leforest ,62790,"14 fév, 12:08",Maison,115,5,,,,,,1521.7391304347825
1613468488-48482,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=4,Maison 6 pièces 115 m²,175000,Comines ,59560,"15 fév, 17:39",Maison,115,6,,,,,,1521.7391304347825
1613469069-49694,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=69,Maison de ville 4 pièces 105 m²,159900,Leforest ,62790,"09 fév, 11:08",Maison,105,4,Maison de ville,,,,,1522.857142857143
1613468387-46922,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 8 pièces 200 m²,305000,Lys-lez-Lannoy ,59390,"11 fév, 23:35",Maison,200,8,,,,,,1525
1613468445-47806,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Maison 4 pièces 104 m²,159000,Hénin-Beaumont ,62110,"14 fév, 12:39",Maison,104,4,,,,,,1528.8461538461538
1613468472-48224,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 6 pièces 105 m²,160600,La Bassée ,59480,"15 fév, 11:23",Maison,105,6,,,,,,1529.5238095238096
1613468474-48249,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 6 pièces 105 m²,160600,La Bassée ,59480,"15 fév, 12:16",Maison,105,6,,,,,,1529.5238095238096
1613469096-50079,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=58,Maison 6 pièces 185 m²,283250,Comines ,59560,"10 fév, 17:33",Maison,185,6,,,,,,1531.081081081081
1613468472-48229,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=11,Maison 6 pièces 118 m²,180800,Englos ,59320,"15 fév, 11:17",Maison,118,6,,,,,,1532.2033898305085
1613469115-50325,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=51,Maison 6 pièces 118 m²,180800,Englos ,59320,"11 fév, 14:38",Maison,118,6,,,,,,1532.2033898305085
1613468404-47182,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=41,Maison de ville 6 pièces 103 m²,158000,Haubourdin ,59320,"12 fév, 14:58",Maison,103,6,Maison de ville,,,,,1533.9805825242718
1613468392-46992,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=46,Maison de ville 5 pièces 103 m²,158000,Haubourdin ,59320,"12 fév, 09:46",Maison,103,5,Maison de ville,,,,,1533.9805825242718
1613468980-48655,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison de ville 4 pièces 125 m²,192000,Wingles ,62410,"02 fév, 11:35",Maison,125,4,Maison de ville,,,,,1536
1613469109-50237,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=53,Maison 6 pièces 122 m²,187400,Harnes ,62440,"11 fév, 12:49",Maison,122,6,,,,,,1536.0655737704917
1613469010-49019,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=88,Longère 7 pièces 162 m²,249000,Bauvin ,59221,"05 fév, 10:18",Maison,162,7,,,,,,1537.037037037037
1613469012-49050,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 6 pièces 280 m²,431000,Loos-en-Gohelle ,62750,"05 fév, 13:03",Maison,280,6,,,,,,1539.2857142857142
1613468465-48126,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=14,Maison 6 pièces 113 m²,174200,Tourcoing ,59200,"15 fév, 09:40",Maison,113,6,,,,,,1541.5929203539822
1613468474-48251,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison 5 pièces 132 m²,203600,Ostricourt ,59162,"15 fév, 12:12",Maison,132,5,,,,,,1542.4242424242425
1613469104-50168,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=55,Maison 5 pièces 132 m²,203600,Ostricourt ,59162,"11 fév, 10:18",Maison,132,5,,,,,,1542.4242424242425
1613468980-48631,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison 6 pièces 105 m²,162000,Harnes ,62440,"02 fév, 13:09",Maison,105,6,,,,,,1542.857142857143
1613468387-46941,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 7 pièces 162 m²,250000,Hénin-Beaumont ,62110,"11 fév, 18:38",Maison,162,7,,,,,,1543.20987654321
1613469032-49346,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=79,Ferme 5 pièces 138 m²,212990,Vermelles ,62980,"07 fév, 12:36",Maison,138,5,,,,,,1543.4057971014493
1613469112-50278,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 6 pièces 122 m²,188300,Englos ,59320,"11 fév, 13:50",Maison,122,6,,,,,,1543.4426229508197
1613468458-48016,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=17,Maison 6 pièces 122 m²,188300,Englos ,59320,"15 fév, 07:42",Maison,122,6,,,,,,1543.4426229508197
1613469025-49224,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=82,Maison de ville 5 pièces 123 m²,189900,Courrières ,62710,"06 fév, 14:01",Maison,123,5,Maison de ville,,,,,1543.9024390243903
1613469089-49988,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=61,Maison de ville 7 pièces 170 m²,262500,Carvin ,62220,"10 fév, 11:41",Maison,170,7,Maison de ville,,,,,1544.1176470588234
1613469112-50286,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 5 pièces 105 m²,162360,Evin-Malmaison ,62141,"11 fév, 13:34",Maison,105,5,,,,,,1546.2857142857142
1613468441-47736,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=25,Maison 6 pièces 113 m²,174800,Roubaix ,59100,"14 fév, 10:37",Maison,113,6,,,,,,1546.9026548672566
1613469053-49502,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=74,Maison 4 pièces 137 m²,212000,Montigny-en-Gohelle ,62640,"08 fév, 15:36",Maison,137,4,,,,,,1547.4452554744526
