web-scraper-order,web-scraper-start-url,titre_annonce,prix,nom-commune,code_postal,date_publication,Type,surface_all,nb_pièces,détail,Jardin,état,garage,cave_sous_sol,prix_m2
1613468438-47692,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 6 pièces 166 m²,173000,Evin-Malmaison ,62141,"14 fév, 08:37",Maison,166,6,,,,,,1042.1686746987953
1613468399-47115,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=43,Maison 5 pièces 130 m²,136000,Lens ,62300,"12 fév, 12:09",Maison,130,5,,,,,,1046.1538461538462
1613468387-46940,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=48,Maison 6 pièces 225 m²,236000,Lens ,62300,"11 fév, 18:46",Maison,225,6,,,,,,1048.888888888889
1613468438-47699,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison de ville 8 pièces 265 m²,278000,Carvin ,62220,"14 fév, 07:58",Maison,265,8,Maison de ville,,,,,1049.0566037735848
1613468438-47702,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 9 pièces 180 m²,190000,Hénin-Beaumont ,62110,"14 fév, 07:47",Maison,180,9,,,,,,1055.5555555555557
1613468434-47641,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 9 pièces 140 m²,148000,Auby ,59950,"13 fév, 17:12",Maison,140,9,,,,,,1057.142857142857
1613469081-49861,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=64,Maison 5 pièces 120 m²,127000,Douvrin ,62138,"10 fév, 08:19",Maison,120,5,,,,,,1058.3333333333333
1613469017-49123,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=85,Maison de ville 6 pièces 135 m²,143000,Oignies ,62590,"05 fév, 18:14",Maison,135,6,Maison de ville,,,,,1059.2592592592594
1613468490-48498,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=3,Maison 8 pièces 183 m²,194000,Ostricourt ,59162,"15 fév, 20:15",Maison,183,8,,,,,,1060.1092896174864
1613469000-48928,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=91,Maison 5 pièces 225 m²,240000,Roubaix ,59100,"04 fév, 11:57",Maison,225,5,,,,,,1066.6666666666667
1613469050-49495,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=75,Maison 6 pièces 133 m²,142000,Pont-à-Vendin ,62880,"08 fév, 11:33",Maison,133,6,,,,,,1067.6691729323309
1613468404-47158,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=41,Maison 5 pièces 140 m²,150000,Montigny-en-Gohelle ,62640,"12 fév, 16:03",Maison,140,5,,,,,,1071.4285714285713
1613468980-48634,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=99,Maison de ville 4 pièces 120 m²,129000,Lens ,62300,"02 fév, 12:56",Maison,120,4,Maison de ville,,,,,1075
1613468492-48530,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=2,Ferme 8 pièces 400 m²,431000,La Bassée ,59480,"Aujourd'hui, 08:47",Maison,400,8,,,,,,1077.5
1613469071-49712,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=68,Maison 4 pièces 109 m²,117500,Loison-sous-Lens ,62218,"09 fév, 14:10",Maison,109,4,,,,,,1077.9816513761468
1613468445-47803,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Maison de ville 7 pièces 152 m²,164000,Hénin-Beaumont ,62110,"14 fév, 12:39",Maison,152,7,Maison de ville,,,,,1078.9473684210527
1613469069-49698,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=69,Maison de ville 5 pièces 105 m²,113700,Hénin-Beaumont ,62110,"09 fév, 11:03",Maison,105,5,Maison de ville,,,,,1082.857142857143
1613468438-47691,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 7 pièces 400 m²,435000,Haisnes ,62138,"14 fév, 08:47",Maison,400,7,,,,,,1087.5
1613469060-49611,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=71,Maison 10 pièces 150 m²,164000,Dourges ,62119,"09 fév, 07:59",Maison,150,10,,,,,,1093.3333333333333
1613469020-49178,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=84,Maison 6 pièces 200 m²,219000,La Chapelle-d'Armentières ,59930,"05 fév, 18:48",Maison,200,6,,,,,,1095
1613469106-50231,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=54,Maison 5 pièces 105 m²,115000,Roubaix ,59100,"11 fév, 10:47",Maison,105,5,,,,,,1095.2380952380952
1613468425-47478,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=32,Maison de ville 6 pièces 110 m²,120500,La Bassée ,59480,"13 fév, 12:34",Maison,110,6,Maison de ville,,,,,1095.4545454545455
1613468438-47705,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison de ville 5 pièces 113 m²,123900,Lens ,62300,"14 fév, 05:29",Maison,113,5,Maison de ville,,,,,1096.4601769911505
1613468434-47633,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 7 pièces 132 m²,144800,Roubaix ,59100,"13 fév, 17:36",Maison,132,7,,,,,,1096.969696969697
1613468407-47207,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=40,Maison 6 pièces 130 m²,142900,Meurchin ,62410,"12 fév, 16:52",Maison,130,6,,,,,,1099.2307692307693
1613468422-47457,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison de ville 5 pièces 130 m²,143000,Oignies ,62590,"13 fév, 11:16",Maison,130,5,Maison de ville,,,,,1100
1613469025-49228,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=82,Maison 5 pièces 248 m²,274000,Ostricourt ,59162,"06 fév, 13:25",Maison,248,5,,,,,,1104.8387096774193
1613468397-47060,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=44,Maison 5 pièces 110 m²,122000,Lens ,62300,"12 fév, 11:36",Maison,110,5,,,,,,1109.090909090909
1613468425-47490,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=32,Maison 5 pièces 100 m²,111300,Roubaix ,59100,"13 fév, 12:04",Maison,100,5,,,,,,1113
1613468436-47661,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=27,Maison 7 pièces 175 m²,195000,Roubaix ,59100,"13 fév, 21:22",Maison,175,7,,,,,,1114.2857142857142
1613468397-47080,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=44,Maison 14 pièces 391 m²,438000,Armentières ,59280,"12 fév, 11:02",Maison,391,4,,,,,,1120.2046035805627
1613468434-47638,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison 5 pièces 105 m²,118000,Roost-Warendin ,59286,"13 fév, 17:12",Maison,105,5,,,,,,1123.8095238095239
1613468382-46842,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 7 pièces 145 m²,163000,Carvin ,62220,"11 fév, 16:17",Maison,145,7,,,,,,1124.1379310344828
1613469117-50345,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=50,Maison 7 pièces 145 m²,163000,Carvin ,62220,"11 fév, 16:17",Maison,145,7,,,,,,1124.1379310344828
1613469096-50064,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=58,Maison 5 pièces 120 m²,135000,Roubaix ,59100,"10 fév, 17:50",Maison,120,5,,,,,,1125
1613468474-48268,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison de ville 7 pièces 110 m²,123900,Hénin-Beaumont ,62110,"15 fév, 11:53",Maison,110,7,Maison de ville,,,,,1126.3636363636363
1613468394-47048,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=45,Maison 4 pièces 125 m²,140900,Wattrelos ,59150,"12 fév, 10:09",Maison,125,4,,,,,,1127.2
1613468438-47695,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=26,Maison 6 pièces 170 m²,192000,Harnes ,62440,"14 fév, 08:12",Maison,170,6,,,,,,1129.4117647058824
1613469112-50277,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=52,Maison 5 pièces 110 m²,125000,Roubaix ,59100,"11 fév, 13:54",Maison,110,5,,,,,,1136.3636363636363
1613468389-46970,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=47,Maison 5 pièces 220 m²,250000,Marquette-lez-Lille ,59520,"12 fév, 08:01",Maison,220,5,,,,,,1136.3636363636363
1613469032-49340,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=79,Maison 5 pièces 113 m²,128500,Wattrelos ,59150,"07 fév, 13:17",Maison,113,5,,,,,,1137.1681415929204
1613469076-49815,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=66,EN CAMPAGNE: Splendide Villa individuelle érigée sur 1500 m²,570000,Linselles ,59126,"09 fév, 17:14",Maison,500,,Maison individuelle,,,,,1140
1613468389-46946,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=47,Maison de ville 6 pièces 140 m²,159700,Armentières ,59280,"12 fév, 09:14",Maison,140,6,Maison de ville,,,,,1140.7142857142858
1613468454-47953,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=19,Maison 5 pièces 113 m²,129000,Roubaix ,59100,"14 fév, 15:21",Maison,113,5,,,,,,1141.5929203539822
1613469012-49054,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 4 pièces 120 m²,137000,Lens ,62300,"05 fév, 12:27",Maison,120,4,,,,,,1141.6666666666667
1613468422-47437,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=33,Maison 4 pièces 120 m²,137000,Lens ,62300,"13 fév, 11:58",Maison,120,4,,,,,,1141.6666666666667
1613469012-49077,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison 5 pièces 140 m²,159900,Dourges ,62119,"05 fév, 10:58",Maison,140,5,,,,,,1142.142857142857
1613468445-47804,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=23,Maison de ville 6 pièces 122 m²,139800,Montigny-en-Gohelle ,62640,"14 fév, 12:39",Maison,122,6,Maison de ville,,,,,1145.9016393442623
1613469027-49277,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=81,Pavillon 5 pièces 130 m²,149400,Lens ,62300,"06 fév, 15:08",Maison,130,5,Maison individuelle,,,,,1149.2307692307693
1613468985-48728,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=97,Maison 7 pièces 160 m²,185250,Hénin-Beaumont ,62110,"02 fév, 18:35",Maison,160,7,,,,,,1157.8125
1613468465-48117,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=14,Maison 1 pièce 100 m²,116000,Bersée ,59235,"15 fév, 09:49",Maison,100,,,,,,,1160
1613469076-49790,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=66,Maison 6 pièces 110 m²,128000,Roubaix ,59100,"09 fév, 17:50",Maison,110,6,,,,,,1163.6363636363637
1613468480-48372,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=7,Maison de ville 5 pièces 115 m²,134000,Tourcoing ,59200,"15 fév, 14:40",Maison,115,5,Maison de ville,,,,,1165.2173913043478
1613468407-47194,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=40,Maison de ville 5 pièces 115 m²,134000,Tourcoing ,59200,"12 fév, 17:13",Maison,115,5,Maison de ville,,,,,1165.2173913043478
1613468394-47021,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=45,Maison 10 pièces 417 m²,486000,Beuvry-la-Forêt ,59310,"12 fév, 10:48",Maison,417,10,,,,,,1165.4676258992806
1613469015-49093,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=86,Maison 7 pièces 145 m²,169000,Hénin-Beaumont ,62110,"05 fév, 15:51",Maison,145,7,,,,,,1165.5172413793102
1613468434-47631,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=28,Maison de ville 7 pièces 118 m²,138000,Sallaumines ,62430,"13 fév, 17:43",Maison,118,7,Maison de ville,,,,,1169.4915254237287
1613468474-48256,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=10,Maison de ville 5 pièces 115 m²,134500,Armentières ,59280,"15 fév, 12:08",Maison,115,5,Maison de ville,,,,,1169.5652173913043
1613469089-49985,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=61,Maison 10 pièces 250 m²,292500,Carvin ,62220,"10 fév, 11:41",Maison,250,10,,,,,,1170
1613469012-49078,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=87,Maison de ville 6 pièces 145 m²,169900,Dourges ,62119,"05 fév, 10:58",Maison,145,6,Maison de ville,,,,,1171.7241379310344
1613469074-49759,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=67,Maison 5 pièces 110 m²,129000,Lens ,62300,"09 fév, 16:10",Maison,110,5,,,,,,1172.7272727272727
1613469050-49487,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=75,Maison de ville 5 pièces 100 m²,117300,Lys-lez-Lannoy ,59390,"08 fév, 11:55",Maison,100,5,Maison de ville,,,,,1173
1613468985-48703,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=97,Maison 12 pièces 358 m²,420000,Tourcoing ,59200,"03 fév, 03:29",Maison,358,2,,,,,,1173.1843575418995
1613469091-49999,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=60,Maison 6 pièces 120 m²,141000,Hénin-Beaumont ,62110,"10 fév, 13:45",Maison,120,6,,,,,,1175
1613468425-47499,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=32,Maison 7 pièces 110 m²,129500,Halluin ,59250,"13 fév, 12:00",Maison,110,7,,,,,,1177.2727272727273
1613469065-49664,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=70,Maison 6 pièces 220 m²,259000,Carvin ,62220,"09 fév, 09:17",Maison,220,6,,,,,,1177.2727272727273
1613469081-49852,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=64,Maison 7 pièces 142 m²,168000,Dourges ,62119,"10 fév, 08:53",Maison,142,7,,,,,,1183.0985915492959
1613469020-49154,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=84,Maison de ville 7 pièces 130 m²,154000,Hénin-Beaumont ,62110,"06 fév, 04:18",Maison,130,7,Maison de ville,,,,,1184.6153846153845
1613468995-48862,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=93,Maison 5 pièces 107 m²,126900,Armentières ,59280,"03 fév, 18:41",Maison,107,5,,,,,,1185.981308411215
1613469101-50152,https://www.leboncoin.fr/recherche?category=9&locations=Lille__50.6324301076244_3.06379545019679_8344_20000&real_estate_type=1&page=56,Maison de ville 6 pièces 160 m²,190000,Ronchin ,59790,"11 fév, 07:59",Maison,160,6,Maison de ville,,,,,1187.5
